# SoFiA source catalogue
# Creator: SoFiA 2.4.1 (23-Mar-2022)
# Time:    Fri, 22 Aug 2025, 09:03:58
#
# Note that the plain-text catalogue is solely intended for
# visual inspection and should not be used for quantitative
# analysis due to limited precision and the lack of Unified
# Content Descriptors.  The XML catalogue should instead be
# imported into Python or VO-compatible software to analyse
# the source parameters measured by SoFiA, e.g. through the
# astropy.io.votable module of Astropy.
#
# Header rows:
#   1 = column number
#   2 = parameter name
#   3 = parameter unit
#
#                           1             2             3             4             5             6             7             8             9            10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26            27            28            29            30            31            32            33            34            35            36            37            38            39            40            41            42            43            44            45            46
#                        name            id             x             y             z         x_min         x_max         y_min         y_max         z_min         z_max         n_pix         f_min         f_max         f_sum           rel          flag          fill          mean           std          skew          kurt           rms           w20           w50          wm50       ell_maj       ell_min        ell_pa     ell3s_maj     ell3s_min      ell3s_pa        kin_pa         err_x         err_y         err_z     err_f_sum            ra           dec         v_opt        x_peak        y_peak        z_peak       ra_peak      dec_peak    v_opt_peak
#                           -             -           pix           pix           pix           pix           pix           pix           pix           pix           pix             -       Jy/beam       Jy/beam       Jy/beam             -             -             -       Jy/beam       Jy/beam             -             -       Jy/beam           pix           pix           pix           pix           pix           deg           pix           pix           deg           deg           pix           pix           pix       Jy/beam           deg           deg           m/s           pix           pix           pix           deg           deg           m/s

  "SoFiA J232813.17+250227.7"            58    129.054102    242.098387     98.291161           127           131           239           246            97           101            75  -6.19198e-04      0.004598      0.158147      0.000000             0      0.375000      2.975197      2.275643      0.895976     -0.284833      0.002907      3.707746      0.705134      3.668992      3.326448      2.083647     -8.127821      0.000000      0.000000      0.000000     -1.000000      0.169599      0.259711      0.188656      0.025177    352.054881     25.041016   3.59517e+06           129           241            97    352.055037     25.037964   3.59953e+06
  "SoFiA J232615.28+245849.1"            59    289.291043    220.074407     91.508528           281           296           209           226            86           101           667  -3.76690e-04      0.005512      1.588188      0.000000             0      0.144748      3.007794      1.444303      0.150165     -0.240617      0.001331      8.807103      6.593934      8.748523      7.715277      3.720518    -51.750957      6.853971      4.049732    -59.440037    294.433494      0.068646      0.060307      0.072063      0.034380    351.563648     24.980311   3.61808e+06           292           221            93    351.555344     24.982876   3.61304e+06
  "SoFiA J232716.06+244743.2"            60    206.566169    153.495454     94.914033           203           210           151           155            90           100            92  -7.01658e-04      0.005585      0.275221      0.000000             0      0.209091      3.565925      1.877033      0.265785     -0.946997      0.001984      8.187070      1.086866      8.843205      3.115301      2.137707     68.141190      2.186696      1.681637     49.240894     -1.000000      0.105035      0.074852      0.183820      0.019030    351.816928     24.795326   3.60658e+06           207           153            94    351.815598     24.793951   3.60966e+06
  "SoFiA J232515.76+250924.2"            61    370.045299    283.716246     95.222248           367           375           282           286            92            99            97   2.54945e-05      0.003891      0.208462      0.000000             0      0.269444      2.841256      1.338754      0.045768     -0.673268      0.002097      6.784771      4.525918      5.324056      4.346478      1.953132     83.792795      0.000000      0.000000      0.000000     -1.000000      0.202972      0.104582      0.149889      0.020653    351.315675     25.156718   3.60554e+06           368           284            96    351.321950     25.157521   3.60291e+06
  "SoFiA J232810.68+250020.4"            62    132.405816    229.365131     96.185592           127           136           225           234            92            99            76      0.001025      0.003961      0.184361      0.000000             0      0.095000      2.893192      1.223574      0.570532     -0.472844      0.001617      6.359052      4.226636      5.997884      6.794730      1.645730     33.686599      4.906791      0.666316     25.778318     -1.000000      0.154768      0.213607      0.138715      0.014093    352.044496     25.005672   3.60228e+06           134           226            98    352.039581     24.996337   3.59615e+06
  "SoFiA J232656.06+250426.3"            63    233.853431    253.787880     95.598524           232           236           252           256            94            98            41      0.002071      0.005134      0.145527      0.000000             0      0.328000      3.681681      0.685924     -0.228884     -0.494778      0.003785      3.867669      3.524159      3.730877      2.429094      1.798293    -51.030200      0.000000      0.000000      0.000000     -1.000000      0.187227      0.172263      0.186748      0.024234    351.733586     25.073979   3.60427e+06           234           254            95    351.733136     25.074568   3.60629e+06
  "SoFiA J232737.23+244356.7"            64    177.706978    130.886187     94.525214           173           180           126           134            92            98            49  -2.84253e-05      0.003378      0.122315      0.000000             4      0.097222      3.853165      1.383891     -1.175743      0.925097      0.002015      4.081822      1.167514      4.498506      4.010171      2.966557     45.297724      0.000000      0.000000      0.000000     -1.000000      0.194434      0.200079      0.175838      0.014105    351.905112     24.732406   3.60789e+06           178           130            95    351.904211     24.729946   3.60629e+06
  "SoFiA J232803.16+251758.7"            65    142.898088    335.160383     92.394392           140           145           333           339            88            96            72  -5.23410e-04      0.004229      0.130014      0.000000             0      0.190476      2.785502      1.915177      0.186709     -0.116901      0.002317      8.000000      7.664659      8.000000      2.700559      2.092803     26.621515      0.000000      0.000000      0.000000     -1.000000      0.164319      0.195067      0.380070      0.019663    352.013171     25.299626   3.61509e+06           143           335            95    352.012857     25.299181   3.60629e+06
  "SoFiA J232557.22+245904.8"            66    313.839952    221.672628     92.529980           312           316           219           224            91            96            81  -1.92890e-04      0.005402      0.165604      0.000000             0      0.450000      2.451293      1.347899      0.280444     -0.722747      0.002414      3.861801      2.990141      3.687990      2.774048      2.219483     46.888112      0.000000      0.000000      0.000000     -1.000000      0.162495      0.164420      0.183773      0.021723    351.488413     24.984680   3.61463e+06           313           222            92    351.490985     24.985592   3.61642e+06
  "SoFiA J232803.04+245424.6"            67    142.703470    193.756420     92.510645           138           147           190           198            89            96           128   4.33906e-05      0.004260      0.298013      0.000000             0      0.177778      2.469122      1.436700      0.181258     -0.961851      0.001904      4.698225      3.816594      4.721816      5.635763      1.925880     50.451025      5.692521      0.075998     61.643702     -1.000000      0.164441      0.143816      0.116656      0.021540    352.012653     24.906836   3.61469e+06           143           193            91    352.011739     24.904737   3.61980e+06
  "SoFiA J232603.89+251212.5"            68    304.687392    300.425828     89.422167           302           308           297           304            86            94           112   7.65830e-04      0.004801      0.327280      0.000000             0      0.222222      2.771923      0.955857     -0.368368     -0.605010      0.002274      6.477202      4.229788      5.183502      3.319442      2.125117     30.109164      2.330866      1.328404     50.568516     -1.000000      0.095812      0.118571      0.129779      0.024063    351.516194     25.203469   3.62513e+06           304           300            89    351.518306     25.202289   3.62655e+06
  "SoFiA J232554.51+250516.9"            69    317.476049    258.882152     89.357838           314           320           255           263            84            94            63   2.10443e-04      0.005214      0.175116      0.000000             0      0.090909      2.529300      1.166449      0.112813      0.081660      0.001878      9.664819      8.679796      9.762405      4.900038      1.447974     38.470744      4.305138      1.013356     42.638467     -1.000000      0.125131      0.154590      0.291853      0.014903    351.477111     25.088026   3.62534e+06           319           257            86    351.472445     25.082792   3.63669e+06
  "SoFiA J232545.78+245901.2"            70    329.394350    221.334975     88.031250           325           332           217           223            85            94            58      0.001198      0.004302      0.162243      0.000000             0      0.103571      3.444950      1.285827     -0.072803     -1.134002      0.001734      6.535187      5.106678      6.491061      3.209363      2.689228    -74.644974      2.060656      1.428758    -61.769845     -1.000000      0.126687      0.108870      0.170893      0.013206    351.440747     24.983677   3.62982e+06           330           222            88    351.438887     24.985522   3.62993e+06
  "SoFiA J232600.04+252723.7"            71    309.794423    391.549696     89.734168           303           318           384           397            85            93           288  -3.35011e-04      0.004247      0.576816      0.000000             4      0.142857      3.252395      1.549554      0.107435     -0.774228      0.001500      4.924481      3.239302      4.649133      8.322764      4.644576     33.802544      6.349066      2.034897      4.901882     -1.000000      0.123723      0.163627      0.070086      0.025452    351.500170     25.456577   3.62407e+06           310           395            91    351.499524     25.466161   3.61980e+06
  "SoFiA J232814.97+250306.4"            72    126.625603    245.975019     89.271487           123           130           243           248            87            91            25  -4.12509e-04      0.003453      0.044190      0.000000             0      0.104167      2.951658      1.797764     -0.242500     -1.051382      0.002030      4.000000      3.897586      4.000000      4.640585      2.158019    -71.212906      0.000000      0.000000      0.000000     -1.000000      0.422688      0.257234      0.251909      0.010148    352.062362     25.051764   3.62564e+06           124           246            90    352.070413     25.051812   3.62317e+06
  "SoFiA J232513.08+245305.7"            73    373.952883    185.880371     75.606210           371           377           184           188            72            79            32     -0.001128      0.004229      0.083659      0.000000             0      0.114286      4.513664      2.190001     -1.151615      0.239660      0.001328      5.326908      1.307172      5.651096      3.188802      1.952315     68.376565      2.933091      1.071909     62.635031    225.000000      0.144411      0.092297      0.171544      0.007512    351.304483     24.884924   3.67180e+06           373           186            76    351.307400     24.885263   3.67047e+06
