 402  3627  3988  57.0 3.3  8.57 0.12 251  9.09 0
 403 11685 12026 171.8 5.8            304 10.40 1
 405  6234  6700  95.7 4.0  9.81 0.12 209  9.79 0
 406  8355  8793 125.6 4.7            291 10.56 1
 407  1162  1569  22.4 3.5  8.94 0.12 168  8.73 0
 409  6378  6811  97.3 4.1  9.40 0.12 236  9.62 0
 410  6499  6977  99.7 4.2  9.80 0.12 345  9.82 0
 411  8843  9238 132.0 4.8            408 10.52 1
 412 12789 13097 187.1 6.1            144 10.10 1
 413  6595  7076 101.1 4.2            280 10.07 1
 415 11728 12159 173.7 5.8            377 10.36 1
 416  2358  2737  39.1 3.2  9.37 0.12 300  9.58 0
 417  9586  9862 140.9 5.0  9.79 0.12 361  9.93 0
 418  6505  6927  99.0 4.1  9.28 0.12 300  9.79 0
 420  7024  7344 104.9 4.2            433 10.26 1
 421  6650  6927  99.0 4.1 10.26 0.12 209  9.50 0
 423  6264  6713  95.9 4.1 10.56 0.12 675 10.53 0
 424  7802  8249 117.8 4.5  9.59 0.12 173  9.63 0
 425  9207  9493 135.6 4.9            192 10.41 1
 427  7075  7390 105.6 4.3  9.41 0.12 158  9.36 0
 429  8958  9424 134.6 4.8  9.41 0.12 320  9.94 0
 430 12587 13007 185.8 6.1  9.69 0.12 361 10.81 1
 431 10895 11349 162.1 5.6            339 10.27 1
 432 13282 13642 194.9 6.3 10.57 0.12 535 10.76 0
 433  3655  3964  56.6 3.3  9.36 0.12 298  9.02 0
 438  5882  6354  90.8 3.9  9.38 0.12 236 10.23 1
 439  6480  6964  99.5 4.1  9.91 0.12 193  9.84 0
 441  5786  6272  89.6 3.9  9.43 0.12 451 10.22 0
 443  5837  6341  90.6 4.0            464 10.09 1
 444  4469  4941  70.6 3.7  9.83 0.12 106  9.73 0
 445  8870  9335 133.4 4.8  9.79 0.12 310 10.26 0
 446  8316  8637 123.4 4.6  9.84 0.12 374  9.77 0
 450 10621 11109 158.7 5.4 10.03 0.12 385 10.14 0
 452  6841  7128 101.8 4.1  9.53 0.12 213  9.59 0
 453  6054  6535  93.4 4.0  9.76 0.12 459  9.83 0
 454  9881 10152 145.0 5.1 10.08 0.12 150  9.74 0
 456 10473 10894 155.6 5.3            291 10.30 1
 457  6455  6894  98.5 4.1 10.02 0.12 385  9.82 0
 458 13894 14353 205.0 6.5            145 10.20 1
 460  6188  6699  95.7 4.1  9.50 0.12 326 10.02 0
 461   801   597   7.2 0.7  9.56 0.12 318  8.50 0
 462  9376  9850 140.7 5.0            288 10.66 1
 463  2208  2667  38.1 3.1  9.76 0.12 277  8.82 0
 466  2639  3098  44.3 3.2  9.54 0.12 100  8.78 0
 467  6387  6844  97.8 4.0  9.21 0.12 196  9.93 1
 468  9768 10094 144.2 5.1  9.29 0.12 344 10.26 1
 471  9054  9584 136.9 4.9            451 10.31 1
 473  5904  6436  91.9 4.0  9.64 0.12 254  9.62 0
 474  5885  6415  91.6 3.9  9.90 0.12 287 10.10 0
 477  1500  2006  28.7 2.7  9.51 0.12 295  9.09 0
 480  5503  6029  86.1 3.8            354  9.96 1
 481  1515  1958  28.0 3.0  8.63 0.12 235  9.00 0
 482  9487 10017 143.1 5.1  9.84 0.12 236 10.00 0
 483  6628  7189 102.7 4.1  9.70 0.12 273  9.83 0
 484  1924  2328  33.3 3.0  8.93 0.12 306  9.30 0
 485  5420  5970  85.3 3.9            251  9.83 1
 487  5230  5781  82.6 3.9  9.69 0.12 353  9.85 0
 489  5962  6531  93.3 3.9  9.53 0.12 352 10.07 0
 490  5700  6258  89.4 4.0            281 10.20 1
 491  6247  6823  97.5 4.2  9.98 0.12 385 10.38 0
 492  5432  5995  85.6 3.9 10.04 0.12 482 10.04 0
 494  6817  7323 104.6 4.2  9.87 0.12 218  9.98 0
 495  5549  6115  87.4 3.9            244  9.83 1
 496  1709  2111  30.2 2.9  9.17 0.12 208  9.35 0
 497  7539  8106 115.8 4.5  9.92 0.12 276  9.70 0
 498  2716  3126  44.7 3.2  7.93 0.12 194  9.07 1
 499  8541  9104 130.1 4.7 10.24 0.12 536 10.22 0
 500  5970  6544  93.5 4.0  9.52 0.12 531  9.50 0
 501  7006  7504 107.2 4.2  9.81 0.12 301  9.58 0
 502  1730  2045  29.2 2.7  9.79 0.12 145  9.37 0
 503  1110  1590  22.7 3.9  7.72 0.12 109  7.75 0
 504  5919  6474  92.5 4.0            253  9.99 1
 505  3889  4339  62.0 3.8  9.71 0.12 245  9.34 0
 506   961  1027  14.7 0.7  7.75 0.12 100  7.50 0
 507  4941  5476  78.2 3.7  9.79 0.12 396  9.99 0
 508  6119  6703  95.8 4.1  9.93 0.12 291  9.95 0
 509  2390  2668  38.1 3.2  9.24 0.12 314  9.24 0
 510  6055  6638  94.8 4.0  9.56 0.12 144  9.72 0
 511  1303  1781  25.4 3.3  8.34 0.12 120  8.38 0
 512  1896  2234  31.9 2.7  9.62 0.12 112  8.65 0
 514  6086  6686  95.5 4.1            138  9.86 1
 515  6836  7388 105.5 4.2  9.83 0.12 384 10.24 0
 516  6454  7011 100.2 4.2  9.91 0.12 458  9.88 0
 517  9633 10143 144.9 5.1            362 10.47 1
 519 11151 11714 167.3 5.7            240 11.21 1
 520  7864  8252 117.9 4.5            292 10.65 1
 521  6047  6646  94.9 4.1            351 10.18 1
 522  6102  6486  92.7 4.0            116  9.77 1
 525  6901  7388 105.5 4.2 10.18 0.12 413 10.91 0
 527  2018  2279  32.6 2.8  9.58 0.12 421  9.66 0
 529 10245 10774 153.9 5.3            336 10.39 1
 532  7123  7627 109.0 4.3  9.83 0.12 283  9.91 0
 537  8673  9215 131.6 4.9            265 10.14 1
 538  6947  7259 103.7 4.2  9.78 0.12 316  9.64 0
 539  5351  5796  82.8 3.7 10.12 0.12 387 10.59 0
 540  2568  2848  40.7 3.3  9.18 0.12 241  9.36 0
 541  7063  7629 109.0 4.3 10.28 0.12 174 10.09 0
 542 12003 12584 179.8 6.0            405 10.47 1
 544  8146  8679 124.0 4.6  9.63 0.12 386 10.04 0
 545  4648  5124  73.2 3.7 10.31 0.12 550  9.90 0
 546 11778 12105 172.9 5.8            464 10.81 1
 548  6542  7119 101.7 4.2  9.61 0.12 297  9.63 0
 549   805  1025  22.3 2.2  9.88 0.12 348  9.68 0
