cig,PHOT_EXTINCTION_INT,PHOT_EXTINCTION_INT_decimal,PHOT_K_CORRECTION,PHOT_K_CORRECTION_decimal,BTC,BTC_decimal,PHYS_DISTANCE,PHYS_DISTANCE_decimal,PHYS_LUMINOSITY_B,PHYS_LUMINOSITY_B_decimal,POS_INCLIN_LOS,POS_INCLIN_LOS_decimal,ANG_SIZE_MAJ,ANG_SIZE_MAJ_decimal,ANG_SIZE_MIN,ANG_SIZE_MIN_decimal,PHYS_SIZE_MAJ,PHYS_SIZE_MAJ_decimal,PHYS_SIZE_MIN,PHYS_SIZE_MIN_decimal
417,415,0.4153,53,0.0527,15.249,15.2490,127.9,127.934,10.06,10.0644,57.0,57.013,0.49,492,0.28,281,18.3,18.311,10.4,10.440
418,408,0.4080,29,0.0293,14.976,14.9757,84.3,84.290,9.81,9.8113,55.3,55.332,0.70,703,0.41,413,17.2,17.239,10.1,10.127
419,67,0.0674,127,0.1270,15.462,15.4616,257.0,256.988,10.59,10.5852,25.2,25.215,0.53,530,0.48,482,39.6,39.595,36.0,36.028
420,0,0.0000,105,0.1054,14.561,14.5606,93.6,93.567,10.07,10.0680,90.0,90.000,1.00,995,0.36,356,27.1,27.093,9.7,9.679
421,102,0.1021,50,0.0499,14.770,14.7700,89.7,89.688,9.95,9.9475,32.5,32.455,1.37,1.374,1.17,1.175,35.8,35.848,30.7,30.652
422,1.332,1.3316,3,0.0029,12.878,12.8784,11.0,11.019,8.88,8.8829,90.0,90.000,2.92,2.917,0.53,533,9.4,9.351,1.7,1.710
423,884,0.8840,41,0.0407,12.913,12.9133,80.2,80.223,10.59,10.5933,82.3,82.263,2.34,2.339,0.62,615,54.6,54.579,14.4,14.356
424,70,0.0698,78,0.0785,15.482,15.4817,101.0,100.968,9.77,9.7657,29.4,29.371,0.52,520,0.46,459,15.3,15.273,13.5,13.487
425,0,0.0000,138,0.1381,15.321,15.3209,122.8,122.848,10.00,10.0004,28.0,27.955,0.67,670,0.62,615,23.9,23.938,22.0,21.983
426,60,0.0597,199,0.1991,15.389,15.3893,175.8,175.781,10.28,10.2842,48.3,48.266,0.57,574,0.41,414,29.4,29.356,21.2,21.169
427,90,0.0898,39,0.0389,15.403,15.4033,94.4,94.359,9.74,9.7382,28.1,28.110,0.51,507,0.45,450,13.9,13.916,12.3,12.345
428,545,0.5450,0,0.0000,11.159,11.1590,14.2,14.200,9.79,9.7910,62.8,62.764,3.63,3.631,1.77,1.766,15.0,14.997,7.3,7.295
429,228,0.2284,49,0.0495,14.911,14.9112,115.6,115.593,10.11,10.1114,43.7,43.708,0.69,689,0.51,507,23.2,23.156,17.0,17.047
430,212,0.2115,82,0.0818,15.254,15.2537,164.1,164.050,10.28,10.2785,43.6,43.577,0.45,453,0.34,336,21.6,21.612,16.0,16.021
431,144,0.1438,109,0.1090,15.033,15.0333,140.9,140.896,10.23,10.2345,41.7,41.742,0.55,552,0.43,426,22.6,22.627,17.4,17.443
432,399,0.3986,73,0.0730,14.698,14.6984,174.6,174.637,10.55,10.5549,56.0,56.019,1.03,1.028,0.60,600,52.2,52.223,30.5,30.469
433,702,0.7023,24,0.0236,14.256,14.2561,50.2,50.188,9.65,9.6488,73.9,73.854,1.17,1.167,0.41,413,17.0,17.034,6.0,6.030
434,63,0.0632,0,0.0000,13.563,13.5628,8.0,8.000,8.33,8.3311,24.8,24.761,4.51,4.508,4.17,4.169,10.5,10.491,9.7,9.701
435,36,0.0362,0,0.0000,10.321,10.3208,6.1,6.100,9.39,9.3924,18.6,18.591,6.70,6.699,6.37,6.368,11.9,11.887,11.3,11.299
436,136,0.1362,7,0.0069,12.189,12.1889,12.7,12.700,9.28,9.2820,34.3,34.323,2.64,2.636,2.20,2.198,9.7,9.739,8.1,8.119
437,0,0.0000,112,0.1125,14.418,14.4175,99.1,99.103,10.18,10.1752,53.7,53.666,0.99,989,0.76,759,28.5,28.498,21.9,21.868
438,252,0.2517,21,0.0206,15.013,15.0127,74.8,74.808,9.69,9.6928,44.1,44.134,0.54,542,0.39,394,11.8,11.794,8.6,8.564
439,187,0.1866,29,0.0292,15.541,15.5412,82.3,82.340,9.56,9.5647,39.0,39.000,0.73,726,0.57,570,17.4,17.391,13.7,13.656
440,189,0.1890,134,0.1343,15.577,15.5767,270.7,270.728,10.58,10.5844,41.4,41.356,0.79,785,0.60,601,61.8,61.839,47.3,47.343
441,827,0.8273,32,0.0319,13.978,13.9778,73.2,73.203,10.09,10.0879,75.5,75.494,1.03,1.028,0.33,327,21.9,21.890,7.0,6.954
442,256,0.2562,7,0.0066,10.765,10.7652,13.7,13.654,9.91,9.9144,47.6,47.599,4.07,4.074,2.83,2.831,16.2,16.180,11.2,11.246
443,0,0.0000,88,0.0876,13.934,13.9344,73.2,73.162,10.10,10.1048,77.4,77.395,0.81,813,0.42,416,17.3,17.299,8.9,8.851
444,14,0.0139,25,0.0246,12.945,12.9446,54.5,54.497,10.24,10.2449,11.2,11.197,0.72,719,0.71,706,11.4,11.405,11.2,11.197
445,215,0.2148,49,0.0487,14.919,14.9186,114.2,114.161,10.10,10.0976,42.5,42.490,0.73,733,0.55,550,24.3,24.336,18.2,18.249
446,281,0.2809,46,0.0463,14.453,14.4528,112.0,112.010,10.27,10.2674,48.0,48.020,0.85,853,0.58,585,27.8,27.796,19.1,19.054
447,1.131,1.1311,0,0.0000,10.484,10.4839,7.8,7.800,9.54,9.5406,90.0,90.000,1.01,1.009,0.24,237,2.3,2.290,0.5,537
448,710,0.7096,8,0.0083,11.792,11.7921,13.5,13.542,9.50,9.4965,74.2,74.179,2.35,2.350,0.82,822,9.3,9.256,3.2,3.239
449,665,0.6645,8,0.0082,11.828,11.8283,18.0,17.985,9.73,9.7285,72.1,72.131,2.78,2.780,1.04,1.045,14.5,14.542,5.5,5.466
450,537,0.5369,69,0.0686,15.588,15.5875,135.9,135.939,9.98,9.9817,65.9,65.914,0.53,535,0.24,245,21.1,21.138,9.7,9.684
451,750,0.7498,66,0.0657,15.067,15.0666,154.4,154.362,10.30,10.3005,72.6,72.605,0.79,787,0.28,280,35.3,35.340,12.6,12.568
452,99,0.0987,86,0.0855,15.412,15.4118,92.2,92.184,9.71,9.7146,41.0,40.970,0.76,759,0.60,596,20.3,20.341,16.0,15.973
453,949,0.9489,45,0.0454,14.113,14.1127,77.3,77.274,10.08,10.0810,90.0,90.000,1.37,1.371,0.25,252,30.8,30.815,5.7,5.672
454,43,0.0433,54,0.0543,15.214,15.2144,132.2,132.247,10.11,10.1070,19.7,19.676,0.78,776,0.73,733,29.9,29.862,28.2,28.191
455,999,0.9993,7,0.0074,11.220,11.2203,10.3,10.284,9.49,9.4862,90.0,90.000,4.66,4.656,1.00,1.005,13.9,13.928,3.0,3.005
456,157,0.1567,58,0.0576,15.081,15.0807,136.9,136.850,10.19,10.1902,36.7,36.684,0.60,597,0.48,484,23.8,23.767,19.3,19.274
457,784,0.7839,42,0.0421,14.719,14.7191,84.1,84.073,9.91,9.9117,77.5,77.504,0.84,841,0.26,261,20.6,20.577,6.4,6.388
458,33,0.0329,76,0.0764,15.695,15.6947,180.9,180.921,10.19,10.1871,17.2,17.189,0.52,525,0.50,502,27.6,27.620,26.4,26.437
459,495,0.4949,37,0.0368,15.177,15.1773,106.2,106.234,9.93,9.9316,60.0,59.985,0.67,673,0.35,352,20.8,20.796,10.9,10.889
460,358,0.3584,34,0.0340,14.569,14.5685,78.3,78.280,9.91,9.9099,53.5,53.497,0.85,851,0.52,525,19.4,19.381,12.0,11.950
461,421,0.4211,0,0.0000,9.226,9.2259,7.2,7.200,9.97,9.9743,60.3,60.250,8.32,8.318,4.47,4.467,17.4,17.420,9.4,9.355
462,198,0.1977,52,0.0516,15.179,15.1787,121.2,121.225,10.05,10.0457,40.9,40.896,0.39,394,0.30,303,13.9,13.910,10.7,10.674
463,507,0.5067,6,0.0055,13.524,13.5238,28.3,28.283,9.44,9.4435,69.1,69.066,2.00,2.000,1.06,1.057,16.5,16.453,8.7,8.695
464,1.117,1.1169,5,0.0050,12.234,12.2341,14.2,14.242,9.36,9.3635,79.9,79.863,2.38,2.377,0.56,558,9.8,9.847,2.3,2.314
465,334,0.3344,1,0.0006,15.103,15.1030,11.7,11.705,8.05,8.0456,55.7,55.673,1.04,1.040,0.69,687,3.5,3.541,2.3,2.339
466,28,0.0276,7,0.0066,14.466,14.4658,31.6,31.610,9.16,9.1633,16.5,16.513,1.39,1.390,1.34,1.343,12.8,12.780,12.3,12.347
467,58,0.0583,64,0.0639,14.405,14.4048,82.6,82.628,10.02,10.0223,26.9,26.886,1.32,1.324,1.19,1.194,31.8,31.831,28.7,28.698
468,223,0.2227,61,0.0614,14.894,14.8939,125.4,125.392,10.19,10.1890,44.6,44.631,0.80,800,0.58,583,29.2,29.174,21.3,21.281
469,659,0.6587,0,0.0000,9.972,9.9723,15.1,15.100,10.32,10.3190,67.7,67.666,3.98,3.981,1.66,1.660,17.5,17.487,7.3,7.290
470,916,0.9161,5,0.0051,15.062,15.0618,15.6,15.620,8.31,8.3127,74.6,74.551,0.83,832,0.26,255,3.8,3.779,1.2,1.160
471,411,0.4108,68,0.0679,14.644,14.6443,115.5,115.533,10.22,10.2177,62.2,62.222,0.75,752,0.39,390,25.3,25.260,13.1,13.105
472,41,0.0410,5,0.0054,11.644,11.6436,11.6,11.639,9.42,9.4244,18.8,18.796,3.55,3.548,3.37,3.365,12.0,12.012,11.4,11.393
473,323,0.3231,32,0.0324,15.171,15.1714,74.1,74.057,9.62,9.6206,51.1,51.113,0.85,853,0.55,552,18.4,18.378,11.9,11.893
474,430,0.4297,21,0.0206,14.960,14.9597,74.0,73.952,9.70,9.7040,55.7,55.727,1.12,1.117,0.65,646,24.0,24.026,13.9,13.889
475,365,0.3651,82,0.0820,15.174,15.1738,194.5,194.489,10.46,10.4583,53.9,53.931,0.65,647,0.40,395,36.6,36.612,22.4,22.368
476,1.142,1.1423,14,0.0142,14.054,14.0545,40.1,40.148,9.54,9.5355,82.9,82.935,1.32,1.324,0.29,286,15.5,15.466,3.3,3.337
477,255,0.2546,10,0.0096,11.944,11.9438,15.5,15.504,9.55,9.5534,47.5,47.464,1.52,1.521,1.06,1.059,6.9,6.857,4.8,4.777
478,370,0.3702,83,0.0826,15.289,15.2892,195.3,195.331,10.42,10.4159,54.3,54.253,0.64,638,0.39,387,36.3,36.266,22.0,22.004
479,141,0.1414,21,0.0211,15.655,15.6555,109.7,109.665,9.77,9.7679,36.9,36.950,0.65,647,0.54,542,20.6,20.644,17.3,17.290
480,492,0.4923,41,0.0413,14.510,14.5104,69.4,69.390,9.83,9.8284,67.5,67.488,0.78,778,0.35,351,15.7,15.704,7.1,7.080
481,0,0.0000,24,0.0241,13.179,13.1789,21.9,21.858,9.36,9.3577,61.6,61.627,2.23,2.234,1.41,1.413,14.2,14.201,9.0,8.981
482,107,0.1070,53,0.0526,15.050,15.0504,122.7,122.661,10.11,10.1072,30.6,30.587,0.72,716,0.62,621,25.6,25.552,22.2,22.153
483,89,0.0889,66,0.0663,14.045,14.0448,83.4,83.418,10.17,10.1746,33.0,33.049,0.92,918,0.78,783,22.3,22.284,19.0,19.010
484,636,0.6357,11,0.0105,12.883,12.8828,26.7,26.724,9.65,9.6507,68.0,67.997,1.62,1.622,0.68,679,12.6,12.607,5.3,5.280
485,301,0.3011,54,0.0542,15.358,15.3577,67.5,67.485,9.47,9.4653,59.4,59.385,0.52,525,0.30,298,10.3,10.302,5.8,5.847
486,548,0.5475,1,0.0006,14.584,14.5839,11.4,11.410,8.23,8.2310,71.5,71.491,0.74,743,0.38,377,2.5,2.466,1.3,1.250
487,1.003,1.0031,18,0.0183,14.597,14.5966,64.7,64.726,9.73,9.7335,76.9,76.936,0.71,708,0.19,194,13.3,13.329,3.6,3.646
488,118,0.1183,188,0.1875,15.040,15.0402,167.8,167.780,10.38,10.3834,70.5,70.464,1.16,1.161,0.56,562,56.7,56.685,27.4,27.445
489,315,0.3147,33,0.0325,14.136,14.1358,73.7,73.674,10.03,10.0303,50.5,50.518,0.89,889,0.58,582,19.1,19.056,12.5,12.475
490,0,0.0000,86,0.0855,14.866,14.8655,71.2,71.191,9.71,9.7087,53.0,52.985,0.72,724,0.52,515,15.0,15.002,10.7,10.670
491,304,0.3038,41,0.0406,13.984,13.9836,78.1,78.105,10.14,10.1419,51.4,51.416,1.04,1.035,0.67,671,23.5,23.518,15.3,15.255
492,944,0.9438,41,0.0405,13.765,13.7647,66.9,66.936,10.10,10.0955,90.0,90.000,1.59,1.592,0.30,296,31.0,31.002,5.8,5.773
493,325,0.3248,96,0.0959,15.326,15.3263,227.2,227.194,10.53,10.5323,51.2,51.231,0.58,579,0.37,374,38.3,38.293,24.7,24.724
494,137,0.1370,31,0.0307,14.867,14.8673,87.8,87.793,9.89,9.8900,33.7,33.733,0.74,740,0.62,619,18.9,18.888,15.8,15.819
495,295,0.2954,55,0.0555,15.489,15.4891,68.9,68.923,9.43,9.4311,58.9,58.852,0.61,611,0.35,351,12.2,12.249,7.0,7.032
496,549,0.5486,8,0.0076,13.763,13.7628,24.0,23.965,9.20,9.2040,62.5,62.546,1.37,1.368,0.67,667,9.5,9.535,4.6,4.648
497,232,0.2318,41,0.0413,15.060,15.0599,95.1,95.111,9.88,9.8825,44.0,44.005,0.60,600,0.44,440,16.6,16.594,12.2,12.161
498,0,0.0000,41,0.0407,14.782,14.7823,36.8,36.763,9.17,9.1679,60.6,60.647,0.71,708,0.45,454,7.6,7.571,4.9,4.854
499,540,0.5399,55,0.0555,14.080,14.0796,108.8,108.778,10.39,10.3912,66.1,66.070,1.16,1.164,0.53,531,36.8,36.836,16.8,16.798
500,803,0.8035,45,0.0447,13.652,13.6518,74.6,74.596,10.23,10.2347,90.0,90.000,0.98,977,0.25,245,21.2,21.205,5.3,5.326
501,281,0.2805,52,0.0525,15.029,15.0290,90.4,90.437,9.85,9.8511,52.3,52.336,0.93,931,0.60,600,24.5,24.495,15.8,15.779
502,371,0.3713,8,0.0078,14.507,14.5069,17.8,17.839,8.65,8.6500,53.1,53.145,1.02,1.023,0.63,631,5.3,5.310,3.3,3.274
503,0,0.0000,15,0.0155,14.536,14.5355,11.8,11.752,8.28,8.2761,45.9,45.936,0.36,360,0.28,279,1.2,1.230,1.0,952
504,321,0.3215,33,0.0326,15.183,15.1830,74.7,74.734,9.62,9.6238,51.0,50.995,0.45,455,0.30,295,9.9,9.891,6.4,6.416
505,526,0.5263,25,0.0251,14.909,14.9086,46.3,46.281,9.32,9.3174,65.4,65.361,0.71,708,0.33,330,9.5,9.531,4.4,4.437
506,187,0.1869,1,0.0015,14.955,14.9547,9.0,8.963,7.87,7.8731,42.1,42.140,0.63,628,0.50,498,1.6,1.638,1.3,1.298
507,877,0.8774,27,0.0272,14.114,14.1145,62.3,62.301,9.89,9.8932,77.3,77.301,1.29,1.291,0.38,381,23.4,23.400,6.9,6.906
508,182,0.1824,34,0.0337,14.178,14.1780,76.5,76.537,10.05,10.0466,39.4,39.386,0.94,935,0.73,733,20.8,20.825,16.3,16.315
509,879,0.8789,13,0.0130,13.268,13.2680,26.4,26.364,9.48,9.4848,77.4,77.357,1.40,1.400,0.41,412,10.7,10.733,3.2,3.160
510,86,0.0864,33,0.0333,15.394,15.3943,75.7,75.746,9.55,9.5510,27.6,27.583,0.64,638,0.57,569,14.1,14.063,12.5,12.534
511,376,0.3759,5,0.0045,14.807,14.8066,12.1,12.111,8.19,8.1937,52.7,52.660,0.57,573,0.35,355,2.0,2.018,1.2,1.250
512,96,0.0962,9,0.0085,13.887,13.8873,20.2,20.154,9.00,9.0038,28.5,28.483,2.14,2.138,1.89,1.888,12.5,12.534,11.1,11.069
513,0,0.0000,194,0.1937,15.566,15.5664,168.0,168.033,10.17,10.1742,55.2,55.200,0.54,541,0.41,409,26.4,26.431,20.0,20.004
514,53,0.0526,40,0.0396,14.906,14.9058,75.9,75.855,9.75,9.7476,22.3,22.345,0.55,552,0.51,513,12.2,12.182,11.3,11.316
515,409,0.4085,45,0.0447,14.450,14.4498,87.7,87.692,10.06,10.0560,58.6,58.621,0.82,822,0.46,457,21.0,20.974,11.7,11.660
516,871,0.8711,35,0.0355,14.197,14.1974,81.9,81.946,10.10,10.0981,77.1,77.077,1.12,1.117,0.33,333,26.6,26.623,7.9,7.930
517,0,0.0000,144,0.1445,15.368,15.3675,125.0,125.029,10.00,9.9970,58.8,58.833,0.63,628,0.41,413,22.8,22.842,15.0,15.022
518,689,0.6890,0,0.0000,11.096,11.0960,9.7,9.700,9.49,9.4851,70.2,70.214,4.14,4.140,1.61,1.607,11.7,11.681,4.5,4.534
519,133,0.1328,61,0.0613,15.643,15.6429,143.5,143.510,10.01,10.0066,33.9,33.909,0.49,490,0.41,410,20.4,20.446,17.1,17.124
520,120,0.1195,51,0.0511,14.167,14.1673,104.3,104.265,10.32,10.3193,33.3,33.284,1.00,1.002,0.85,847,30.4,30.400,25.7,25.696
521,0,0.0000,91,0.0907,15.011,15.0113,75.6,75.632,9.70,9.7029,90.0,90.000,0.86,857,0.40,399,18.9,18.855,8.8,8.779
522,32,0.0318,46,0.0458,14.788,14.7884,81.3,81.318,9.86,9.8550,18.3,18.314,0.54,537,0.51,512,12.7,12.703,12.1,12.104
523,964,0.9642,0,0.0000,9.022,9.0218,4.0,4.000,9.55,9.5454,90.0,90.000,23.50,23.496,6.85,6.855,27.3,27.339,8.0,7.976
524,2.009,2.0092,0,0.0000,11.958,11.9578,5.2,5.200,8.60,8.5989,90.0,90.000,4.82,4.819,0.32,321,7.3,7.290,0.5,485
525,197,0.1971,45,0.0449,13.460,13.4601,89.9,89.925,10.47,10.4737,42.2,42.167,1.34,1.343,1.02,1.016,35.1,35.124,26.6,26.583
526,210,0.2097,64,0.0639,15.204,15.2045,155.4,155.356,10.25,10.2509,42.0,42.020,0.72,724,0.55,547,32.7,32.738,24.7,24.720
527,1.076,1.0756,13,0.0130,12.058,12.0584,21.5,21.518,9.79,9.7923,90.0,90.000,2.67,2.667,0.50,502,16.7,16.693,3.1,3.144
528,682,0.6820,27,0.0268,12.651,12.6512,53.6,53.634,10.35,10.3484,72.9,72.933,3.48,3.475,1.27,1.271,54.2,54.221,19.8,19.823
529,0,0.0000,154,0.1537,15.372,15.3723,133.1,133.095,10.05,10.0494,49.7,49.671,0.36,364,0.27,270,14.1,14.089,10.4,10.445
530,448,0.4475,0,0.0000,14.516,14.5165,4.4,4.400,7.43,7.4303,64.3,64.260,1.23,1.227,0.70,705,1.6,1.571,0.9,902
531,0,0.0000,0,0.0000,14.893,14.8930,17.0,17.000,8.45,8.4537,62.4,62.439,0.76,755,0.47,472,3.7,3.734,2.3,2.334
532,247,0.2466,32,0.0321,14.862,14.8623,92.7,92.732,9.94,9.9395,44.3,44.333,0.53,528,0.38,384,14.3,14.255,10.4,10.350
533,0,0.0000,325,0.3249,15.590,15.5901,283.8,283.763,10.62,10.6199,90.0,90.000,0.91,914,0.18,180,75.5,75.454,14.8,14.848
534,965,0.9653,0,0.0000,12.319,12.3187,6.2,6.200,8.61,8.6073,77.6,77.599,3.60,3.597,1.00,995,6.5,6.488,1.8,1.795
535,25,0.0253,NULL,NULL,15.390,15.3897,NULL,NULL,NULL,NULL,31.2,31.167,0.44,441,0.39,386,NULL,NULL,NULL,NULL
536,415,0.4150,0,0.0000,12.514,12.5140,9.8,9.800,8.93,8.9268,62.5,62.500,2.78,2.780,1.64,1.644,7.9,7.924,4.7,4.688
537,275,0.2753,56,0.0564,15.751,15.7513,112.3,112.286,9.75,9.7501,49.2,49.180,0.43,434,0.29,293,14.2,14.160,9.6,9.573
538,203,0.2035,45,0.0452,14.314,14.3143,93.8,93.801,10.17,10.1687,42.8,42.801,0.71,713,0.53,535,19.5,19.451,14.6,14.586
539,236,0.2364,40,0.0401,13.463,13.4635,70.6,70.585,10.26,10.2620,48.4,48.356,1.10,1.096,0.76,759,22.5,22.513,15.6,15.575
540,334,0.3336,6,0.0064,13.732,13.7320,29.1,29.138,9.39,9.3861,56.0,55.972,0.97,968,0.64,637,8.2,8.207,5.4,5.397
541,165,0.1654,34,0.0340,15.936,15.9357,97.1,97.085,9.55,9.5500,36.9,36.861,0.56,564,0.45,455,15.9,15.918,12.8,12.849
542,235,0.2352,66,0.0660,14.855,14.8548,155.2,155.237,10.39,10.3901,44.3,44.299,0.44,437,0.32,318,19.7,19.712,14.4,14.379
543,686,0.6857,0,0.0000,10.070,10.0703,4.0,4.000,9.13,9.1260,70.1,70.083,5.87,5.875,2.29,2.291,6.8,6.836,2.7,2.666
544,331,0.3311,61,0.0614,14.721,14.7205,106.2,106.151,10.11,10.1136,56.4,56.449,0.85,851,0.50,505,26.3,26.281,15.6,15.583
545,944,0.9438,35,0.0349,12.991,12.9913,60.9,60.948,10.32,10.3234,90.0,90.000,2.81,2.812,0.52,524,49.9,49.852,9.3,9.283
546,464,0.4635,65,0.0648,15.012,15.0117,157.0,157.032,10.34,10.3373,59.7,59.732,0.73,731,0.39,390,33.4,33.397,17.8,17.812
547,257,0.2572,0,0.0000,13.012,13.0118,21.1,21.100,9.39,9.3938,44.6,44.560,1.94,1.941,1.40,1.400,11.9,11.913,8.6,8.590
548,189,0.1888,49,0.0491,14.501,14.5012,83.5,83.539,9.99,9.9933,43.5,43.527,0.82,824,0.62,615,20.0,20.027,14.9,14.949
549,301,0.3012,0,0.0000,10.963,10.9628,22.3,22.300,10.26,10.2615,49.5,49.543,3.87,3.873,2.58,2.582,25.1,25.121,16.8,16.751
550,154,0.1536,45,0.0454,13.236,13.2360,90.8,90.786,10.57,10.5716,37.5,37.503,1.83,1.832,1.48,1.476,48.4,48.389,39.0,38.971
551,1.077,1.0773,8,0.0081,13.784,13.7836,31.0,30.952,9.42,9.4179,78.9,78.864,1.98,1.977,0.49,490,17.8,17.800,4.4,4.410
552,644,0.6440,102,0.1016,14.930,14.9304,176.3,176.298,10.47,10.4703,76.5,76.468,0.84,839,0.29,288,43.1,43.050,14.8,14.756
553,83,0.0828,53,0.0532,13.800,13.8000,91.9,91.880,10.36,10.3564,29.3,29.311,1.42,1.422,1.25,1.253,38.0,38.014,33.5,33.492
554,244,0.2435,97,0.0967,15.221,15.2207,171.7,171.732,10.33,10.3314,49.0,49.030,0.72,719,0.49,492,35.9,35.940,24.6,24.580
555,67,0.0672,16,0.0160,15.800,15.7998,11.0,10.952,7.71,7.7091,51.4,51.352,0.42,419,0.29,288,1.3,1.334,0.9,919
556,0,0.0000,17,0.0172,15.663,15.6628,10.3,10.291,7.71,7.7098,44.3,44.350,0.59,590,0.48,476,1.8,1.767,1.4,1.426
557,0,0.0000,215,0.2146,15.338,15.3384,185.8,185.833,10.35,10.3529,69.2,69.152,0.75,750,0.50,501,40.5,40.537,27.1,27.093
558,367,0.3665,105,0.1048,15.222,15.2216,212.6,212.650,10.52,10.5167,55.9,55.902,0.62,624,0.37,369,38.6,38.583,22.8,22.824
559,356,0.3556,0,0.0000,8.760,8.7604,4.1,4.100,9.67,9.6714,64.3,64.285,10.52,10.520,5.33,5.333,12.5,12.546,6.4,6.361
560,242,0.2420,36,0.0359,15.426,15.4261,83.6,83.551,9.62,9.6235,44.9,44.879,0.55,555,0.40,401,13.5,13.480,9.7,9.743
561,609,0.6086,29,0.0295,13.799,13.7989,58.1,58.108,9.96,9.9589,69.5,69.500,1.21,1.211,0.50,497,20.5,20.463,8.4,8.394
562,644,0.6440,12,0.0122,13.712,13.7118,27.2,27.183,9.33,9.3339,71.2,71.180,1.14,1.143,0.44,444,9.0,9.037,3.5,3.508
563,88,0.0881,78,0.0783,16.342,16.3416,185.2,185.211,9.95,9.9487,27.8,27.848,0.40,400,0.36,356,21.5,21.547,19.2,19.160
564,469,0.4691,6,0.0058,14.492,14.4921,23.4,23.399,8.89,8.8915,57.8,57.791,0.95,955,0.52,525,6.5,6.500,3.6,3.572
565,146,0.1465,67,0.0674,15.475,15.4751,158.7,158.718,10.16,10.1612,35.5,35.528,0.61,605,0.50,498,27.9,27.948,23.0,22.980
566,1.507,1.5067,13,0.0132,14.427,14.4271,35.0,34.987,9.27,9.2670,90.0,90.000,1.30,1.297,0.16,164,13.2,13.202,1.7,1.670
567,38,0.0379,67,0.0672,15.069,15.0690,133.9,133.899,10.18,10.1760,19.0,19.002,0.77,767,0.73,728,29.9,29.888,28.3,28.347
568,78,0.0778,58,0.0578,14.412,14.4125,135.7,135.723,10.45,10.4503,26.2,26.214,1.03,1.030,0.93,929,40.7,40.680,36.7,36.676
569,149,0.1487,1,0.0007,14.380,14.3796,13.3,13.304,8.45,8.4461,37.6,37.642,3.63,3.631,3.02,3.020,14.1,14.051,11.7,11.687
570,0,0.0000,83,0.0835,15.407,15.4065,69.5,69.527,9.47,9.4717,50.7,50.723,0.42,423,0.32,320,8.5,8.548,6.5,6.470
571,397,0.3969,14,0.0139,13.438,13.4382,33.1,33.148,9.62,9.6156,55.9,55.917,1.29,1.294,0.76,757,12.5,12.479,7.3,7.298
572,218,0.2177,62,0.0615,14.725,14.7248,109.4,109.397,10.14,10.1381,46.5,46.537,1.32,1.324,0.94,944,42.1,42.144,30.0,30.042
573,503,0.5032,42,0.0424,14.599,14.5994,97.7,97.733,10.09,10.0903,61.8,61.819,0.80,796,0.40,402,22.6,22.634,11.4,11.423
574,0,0.0000,164,0.1641,15.130,15.1299,147.9,147.894,10.24,10.2379,32.4,32.395,0.63,625,0.58,575,26.9,26.895,24.8,24.756
575,239,0.2386,14,0.0144,13.120,13.1201,31.6,31.562,9.70,9.7003,44.6,44.590,1.57,1.574,1.14,1.143,14.5,14.451,10.5,10.493
576,900,0.8999,51,0.0509,13.651,13.6511,86.7,86.721,10.37,10.3658,90.0,90.000,1.44,1.435,0.29,294,36.2,36.212,7.4,7.428
577,423,0.4234,1,0.0006,15.758,15.7579,12.7,12.662,7.85,7.8518,62.5,62.500,0.51,509,0.30,301,1.9,1.876,1.1,1.110
578,0,0.0000,138,0.1379,15.061,15.0611,119.0,119.013,10.08,10.0767,0.0,0,0.39,388,0.39,388,13.4,13.438,13.4,13.438
579,339,0.3391,70,0.0700,15.691,15.6909,90.0,89.958,9.58,9.5817,62.8,62.841,0.85,851,0.45,447,22.3,22.272,11.7,11.689
580,495,0.4950,37,0.0365,14.768,14.7685,84.7,84.699,9.90,9.8984,61.4,61.395,0.70,705,0.36,360,17.4,17.362,8.9,8.864
581,653,0.6528,43,0.0432,13.386,13.3859,85.8,85.842,10.46,10.4630,71.6,71.590,1.90,1.901,0.73,728,47.5,47.471,18.2,18.173
582,0,0.0000,157,0.1574,15.696,15.6956,135.1,135.123,9.93,9.9332,33.3,33.293,0.49,490,0.44,441,19.3,19.251,17.3,17.316
583,124,0.1242,50,0.0504,15.431,15.4315,121.3,121.260,9.94,9.9448,32.8,32.847,0.77,767,0.65,650,27.1,27.067,22.9,22.932
584,464,0.4642,1,0.0005,15.231,15.2313,10.0,9.966,7.85,7.8546,65.5,65.467,0.91,908,0.51,511,2.6,2.632,1.5,1.480
585,492,0.4917,39,0.0390,15.565,15.5653,90.2,90.223,9.63,9.6345,61.2,61.224,0.64,638,0.33,327,16.8,16.751,8.6,8.591
586,363,0.3629,54,0.0542,15.364,15.3639,92.1,92.082,9.73,9.7328,58.8,58.848,0.79,785,0.44,442,21.0,21.033,11.8,11.828
587,436,0.4363,50,0.0495,15.102,15.1022,100.8,100.779,9.92,9.9159,60.3,60.319,0.87,871,0.46,465,25.5,25.533,13.6,13.617
588,459,0.4594,0,0.0000,13.325,13.3246,7.7,7.700,8.39,8.3931,65.2,65.199,1.25,1.250,0.71,706,2.8,2.800,1.6,1.582
